Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Physical_Interaction,Study_Extracurricular
22.246512976837458,60.30107041643676,High,High,Yes,5.503315001359222,55.88566185931994,Medium,No,5,Medium,High,Public,Neutral,0.14782274775749782,Yes,Postgraduate,Far,Female,88.86402761401621,,
16.829605916795646,75.19855684046772,Medium,Low,Yes,8.798463004408056,94.02880440298271,Medium,Yes,4,Medium,,Public,Negative,1.4082395295190175,No,College,,Female,53.37403977166449,,
28.32500551747755,88.43976058586529,High,High,Yes,4.56534598661877,78.8079050794266,High,No,1,Low,High,Private,Positive,1.4231152855551437,No,College,Moderate,Female,77.79398099215499,,
6.441237456404267,76.98467765844995,High,High,No,8.588911494525112,80.16122996941459,Low,No,2,Medium,Medium,Public,Neutral,0.6629311466516125,No,Postgraduate,Far,Female,56.10579622278685,,
7.976351825985057,54.39707290004169,Medium,Low,No,7.798744877879372,50.65220918494442,Low,No,4,Low,Low,Public,Positive,1.6978979470926459,No,Postgraduate,,Male,59.97233560909833,,
32.57147002893139,74.2590406685624,Medium,Low,Yes,5.296821839705236,92.22957218759365,High,Yes,3,Low,High,Public,Neutral,1.1270425973216092,No,High School,Moderate,Female,62.37860384844963,,
10.140588390821442,71.70258791194775,Medium,High,No,7.842380541211664,75.1692122773797,Low,No,3,High,High,Public,Positive,2.2084994339107142,No,High School,Far,Female,56.21905862422004,,
24.00718143251808,94.46300756745038,High,High,No,7.478726550468124,67.02754660120617,High,Yes,0,High,,Private,Neutral,1.8702896091642667,Yes,,Far,Female,72.05541987137514,,
17.110816713660515,94.35138922093395,Medium,Low,No,7.911828064087105,52.85207578314028,Medium,Yes,3,Low,High,Private,Negative,3.0011656026879074,Yes,,Moderate,Female,87.26594990386108,,
38.19472306945099,86.04859016378711,Low,Medium,No,6.628287051585084,99.76501792159517,High,Yes,0,Low,Medium,Private,Positive,1.6972631673259853,No,High School,Far,Male,81.4099229341563,,
32.02639495961959,67.94801821179222,Low,Medium,Yes,6.198064312927748,85.49252784337614,High,No,0,Medium,,Private,Negative,4.180945990813404,No,High School,,Female,66.50196378180624,,
7.275280029564691,61.37536204839638,Low,Low,No,8.62328574686422,81.89169344612009,Low,Yes,4,High,Medium,Public,Neutral,3.211959037933086,No,High School,,Male,94.44409673016128,,
19.716409452633556,68.60319147340728,Low,High,No,8.193839177364882,53.13486171743068,Medium,Yes,3,Medium,High,Public,Negative,1.7946358191406393,Yes,High School,Near,Male,76.19997412667442,,
10.643330929001312,75.85967400545135,Low,High,No,8.088577708323127,65.04507663071288,Low,No,2,Medium,High,Public,Negative,3.239744300109038,No,,Near,Male,61.25727699640656,,
8.351238450014476,53.755713476783754,High,Low,Yes,7.59394030634198,85.96178890444273,Low,Yes,3,High,Low,Private,Neutral,4.968231385507035,Yes,College,Far,Female,96.22348985650697,,
18.977485664081915,61.9910303701033,High,High,No,8.271073355595219,82.55725839396018,Medium,No,2,High,,Private,Neutral,2.3994477915380017,No,High School,Moderate,Male,68.59199133444655,,
23.258974473505003,87.65405895072553,High,Low,Yes,4.507789005752156,53.77713233916091,High,Yes,2,High,,Private,Positive,4.163736178470843,No,High School,,Female,69.59137558247326,,
5.576256776786261,76.8733200797897,High,High,Yes,8.533492500106634,74.11486482762265,Low,No,4,Low,Low,Public,Positive,1.8020498735848385,Yes,,Moderate,Male,76.09880478653709,,
20.43843167387141,78.36681891285673,High,High,No,8.34767342459622,58.59837518718486,High,No,4,Medium,Medium,Private,Neutral,4.7214168160664025,No,,,Female,57.02700947631602,,
6.944342936574088,55.11760941828371,High,High,No,8.861166334526118,92.66384284770396,Low,No,3,Low,,Public,Positive,1.7634235577606139,Yes,Postgraduate,Far,Female,67.07860855006867,,
8.957748478952688,72.6528234013407,Medium,Medium,Yes,7.176383896434821,65.77442162771248,Low,Yes,5,Medium,Low,Public,Neutral,2.624797327836724,No,,Moderate,Female,54.162103647783425,,
22.84357132116762,77.28679757104743,Medium,High,No,7.743809150438357,63.69592237974746,Medium,No,5,Medium,Low,Public,Positive,4.769232938205436,Yes,College,,Female,89.1913411929628,,
20.65941672568163,92.56754528491874,Low,Medium,No,7.32240452355931,69.65963803920353,Medium,No,3,Medium,,Private,Positive,3.581098700175644,Yes,Postgraduate,Far,Male,74.72149740169283,,
6.790395230593466,78.27109963345742,High,Low,Yes,8.415555866900363,62.30642635992108,Low,No,2,Low,,Private,Negative,0.6153830324982862,Yes,College,Far,Male,62.74381180484491,,
21.373671124485735,94.0943670999749,Medium,High,Yes,4.558659925382988,66.56216022373067,Medium,No,2,Medium,Low,Public,Negative,3.927754041936837,Yes,,Near,Female,59.38063977799911,,
37.60879312550348,84.34564769529499,Low,Low,No,5.25772955514462,97.41645796075136,High,Yes,2,Medium,Low,Public,Neutral,3.239436561670505,Yes,High School,Moderate,Female,82.85290051451005,,
22.75707114408343,80.1459901913503,High,Medium,Yes,5.946318241105553,90.7277167527979,Medium,Yes,2,High,Low,Public,Negative,2.5292873167054992,Yes,,,Female,62.74708940520699,,
24.708476137295513,77.79957447483517,High,Medium,Yes,5.136643236550355,85.60203548306218,Medium,No,0,Medium,Low,Public,Negative,3.9102170795261646,Yes,College,Far,Male,81.53328889258898,,
18.57955934792721,67.54594388581593,Low,Medium,No,7.3914179371909885,74.58947691908062,Medium,Yes,5,Low,Low,Public,Positive,3.5357518561513297,No,,,Female,98.16639502638273,,
33.91707165729393,87.09368406994969,Medium,High,No,5.933297590877574,53.42579681697432,High,Yes,1,Low,Medium,Public,Neutral,3.1852244563189283,No,,Near,Female,62.67572989295891,,
10.503164616628824,70.31840498287454,Medium,Low,No,8.972057977331803,93.38634900867672,Low,Yes,4,Low,High,Private,Positive,4.885124488881936,Yes,,,Female,97.07261030843554,,
20.87681469974147,97.17257160876075,Low,Low,No,8.26451532339446,65.04780665467182,High,Yes,3,Low,,Private,Negative,1.3052007067422522,No,,,Male,96.64984825996535,,
11.577460262074824,87.30005036393649,Low,High,Yes,7.88380361360122,94.43905615904964,Low,Yes,1,High,Medium,Private,Negative,4.058047937436861,Yes,High School,,Male,81.8427409047718,,
19.796312726139753,68.51023794457346,Low,Low,No,7.852648025575483,68.6072290028695,Medium,No,2,High,Medium,Private,Neutral,3.1805856599155695,Yes,High School,,Female,86.30619121461287,,
7.933614782154938,61.74238729824845,High,Medium,Yes,8.057412039211124,65.90267385291355,Low,Yes,1,Low,,Private,Negative,3.208436418200687,No,High School,Far,Male,67.86996504011596,,
26.23766127446165,67.07832970134733,High,Low,Yes,6.26741264031733,86.31598482078613,High,Yes,5,High,Low,Private,Neutral,2.916604285510828,Yes,College,Near,Female,75.35746211986995,,
33.98356889407431,73.67477424981628,High,Low,No,5.261277482035538,53.18298459155596,High,No,2,High,Medium,Private,Neutral,0.36745040523168293,No,Postgraduate,Far,Female,82.68555051577908,,
17.70254667107743,60.0562969378513,Medium,Medium,No,7.760693577929004,79.59257475078707,Medium,Yes,1,High,High,Private,Positive,0.19080621674579135,No,College,,Female,77.72531171043677,,
28.261407528594617,74.43953047757708,Medium,High,Yes,6.819604021936998,83.69425174092336,High,No,3,Low,,Private,Negative,1.5966170477765558,Yes,,Moderate,Male,76.00280402175223,,
22.107174833758823,78.74433335999863,Low,Medium,No,7.595600409393759,56.23570554973603,Medium,No,0,High,High,Public,Negative,2.2452650281143836,Yes,College,Near,Male,78.72557900833407,,
26.30314933525136,75.7829468496996,Low,Low,No,5.4789761140837925,99.7557377960442,High,No,0,Medium,,Public,Negative,0.6688182092740569,No,High School,,Female,65.12354445154939,,
36.982006571039264,83.96911374578015,Medium,Medium,Yes,5.0930016010004895,63.92994934463372,High,No,0,High,Low,Private,Positive,1.6921808296736418,Yes,High School,,Male,67.86469574876764,,
36.597540559665035,71.211581393184,High,Medium,Yes,5.224127170272872,55.748595475817694,High,No,2,Low,,Private,Negative,1.7375678948455935,Yes,,Far,Male,72.71316947242636,,
20.322940784518973,61.096313877732165,Medium,Medium,Yes,6.560847147135491,64.79480455470913,High,No,0,Low,,Public,Negative,2.712353711183935,Yes,High School,,Female,64.43675157936265,,
11.77237110035257,61.12248561624896,High,Medium,Yes,8.987195396419024,58.868324753957566,Low,No,4,Medium,Low,Private,Positive,1.1389359533439258,Yes,,Near,Female,74.06565993156835,,
33.52703667807161,64.33821480574952,Medium,Medium,No,5.360469111098711,95.20191832877327,High,Yes,4,Low,High,Private,Neutral,0.9356769089574285,Yes,,Moderate,Male,97.86814432755045,,
12.18723376254547,70.57944824271807,Medium,High,Yes,7.521849827513184,51.5685425318847,Low,Yes,4,Medium,Medium,Public,Neutral,2.3857298455982074,No,High School,Moderate,Male,81.99530786044922,,
11.848148798187136,83.3863088802542,Low,Medium,Yes,7.922973463549018,55.23061131369199,Low,No,0,Medium,Low,Public,Positive,3.516581542919319,Yes,High School,,Female,58.27065864502612,,
20.46967356373024,82.30060532095924,Medium,Medium,No,8.175206618153382,85.48851367952817,Medium,No,0,Low,High,Private,Positive,1.4320116405306471,Yes,,Moderate,Female,72.9740761897939,,
18.278123663207445,73.46337729147761,Medium,Medium,No,7.391254002127294,55.64342097382152,Medium,No,4,Medium,Low,Private,Negative,0.5882270580787236,Yes,Postgraduate,Near,Female,77.55737979950227,,
20.36388616987466,67.20445312287369,Medium,High,Yes,6.715957476469196,54.611970877624024,Medium,No,5,Medium,Low,Private,Negative,2.5067006455892016,No,High School,Far,Male,76.77121311944859,,
27.22462509220437,90.30374283782287,Low,High,No,6.377483594868489,52.603408044532785,High,Yes,0,Low,Low,Public,Positive,2.016757066917259,Yes,College,Moderate,Male,51.64907234802369,,
11.281905499116291,54.696640815577226,High,Medium,Yes,7.594613909578334,77.08297851125751,Low,Yes,0,Medium,Medium,Public,Negative,2.7756086736675107,No,Postgraduate,Moderate,Male,67.39671348511189,,
37.2043501058607,99.58904715788184,Medium,Medium,Yes,5.8180100406817274,68.47821243852351,High,No,1,High,High,Public,Positive,1.1258605227018585,No,College,,Male,80.12278504179119,,
12.433812206093581,73.5794402754697,High,High,Yes,7.619477977119401,66.1380702200608,Low,No,2,Low,,Private,Neutral,1.1643065554674332,No,,Far,Male,53.47390073747501,,
21.560902313534978,75.11461073112169,High,Low,No,7.75520582412234,53.71359037046273,High,No,2,Medium,,Public,Negative,0.5155187244131731,No,College,,Female,59.570637681441625,,
20.502582596748624,69.97739899966584,Low,Low,No,8.191162564669362,54.23614323008524,Medium,Yes,1,High,,Private,Neutral,2.9302937484912817,No,College,,Female,57.594694945789996,,
27.389213330351907,78.57696972150914,Low,Medium,Yes,6.49347912525246,74.10170647831391,High,No,4,Low,Low,Private,Neutral,3.8497986763865577,Yes,Postgraduate,Far,Male,65.29605254596875,,
24.010252348094618,80.35176565473381,Medium,Low,No,7.182334319093762,60.22465860606144,Medium,No,5,Medium,,Private,Positive,3.150802395270395,Yes,Postgraduate,Moderate,Female,85.99429968492018,,
24.88445462825316,98.3133216623326,High,Low,No,7.209392981353179,58.481424540225824,High,No,0,Medium,High,Public,Neutral,1.3046849927075321,Yes,,Near,Female,82.26160488078153,,
27.032799077438877,91.05784751438208,Medium,High,Yes,4.462954432695162,55.22161485672626,High,Yes,5,High,Medium,Public,Negative,3.787944755874256,Yes,College,Near,Female,56.040156905873374,,
23.801525100865582,91.97160541799892,Medium,Low,No,8.13408435065217,85.06774451538743,Medium,No,3,High,,Private,Neutral,0.8594554773488111,No,Postgraduate,Far,Male,74.48102253149445,,
13.129670033306954,82.12519344404124,High,Low,No,8.225887652805055,97.73167166715183,Low,Yes,4,Medium,,Private,Positive,2.688112952314517,No,High School,Near,Male,91.79426341951228,,
33.483461333877116,77.21382101445505,Medium,Medium,Yes,5.679901937162508,68.18576483172075,High,Yes,2,Medium,Low,Public,Neutral,3.748883999137331,No,College,,Female,75.9339530612774,,
21.807207137436716,77.98842673118048,High,Medium,Yes,6.032338949548138,95.93329027408124,Medium,Yes,2,Low,,Public,Negative,3.663288889920662,No,College,Moderate,Female,64.95124118593606,,
5.833267199835623,81.2119897045568,Medium,Low,No,7.590820023011289,57.030634291496305,Low,No,5,High,High,Public,Negative,2.5117924814710917,No,,Far,Female,65.41782851637389,,
34.603677979076025,76.16165733878405,High,High,Yes,5.314637316965263,58.14975845197785,High,Yes,4,Low,High,Private,Positive,3.930701722642647,Yes,College,Near,Female,75.51800062104715,,
12.434025308860212,77.91850848135695,Medium,High,Yes,7.542967416109112,89.99687744442652,Low,Yes,2,Medium,,Private,Positive,2.109500046720596,Yes,,Near,Male,73.35613019331066,,
38.90941699406079,67.83443277676295,Medium,Low,No,5.836676202538481,55.200358874317104,High,No,2,Low,Low,Private,Positive,2.2629579843760848,Yes,College,Moderate,Male,92.79273453232517,,
15.044082043496768,99.48816985385274,Low,Low,Yes,7.586028588444114,91.63507860651616,Medium,Yes,0,Medium,Medium,Private,Positive,3.5324055315959333,No,,Far,Male,88.03922139720126,,
24.681451895224203,66.71907667609733,Medium,Low,Yes,6.306729671893272,96.57163937883696,Medium,No,4,Medium,High,Public,Negative,2.669312757703128,No,High School,Moderate,Female,56.22676542552627,,
26.79282026887426,93.07172826623841,Low,Medium,No,5.0730106631623215,63.68579560768634,High,Yes,1,Low,,Public,Neutral,1.8680990878468062,No,College,Moderate,Female,69.0407044315007,,
16.18338459054536,73.63931514929142,Medium,Low,No,7.976944717432936,50.712557572621634,Medium,No,4,Medium,Medium,Private,Positive,3.090214134995735,No,,,Female,62.69822531767476,,
24.298436051713352,76.58112356464149,Low,Low,No,8.026532059965321,83.95779231145207,High,Yes,2,Medium,,Public,Positive,4.0310668740863855,No,Postgraduate,,Female,89.79537726062918,,
22.823634349885936,86.57633249080018,High,Medium,Yes,6.321821122230555,72.97578141476512,Medium,No,5,Medium,Low,Public,Negative,0.23404215191598354,No,High School,Near,Female,51.027296929231134,,
23.877825567791326,79.97163108767053,Medium,Low,Yes,4.043739029001437,64.36822221592394,Medium,Yes,2,Medium,Medium,Public,Positive,3.386954869654058,No,,,Male,74.57527378531276,,
21.536895030005592,69.79389281215784,High,High,No,7.3013271198047995,90.72265313719006,Medium,Yes,3,Medium,Medium,Public,Neutral,4.763209055965912,No,,,Male,63.66910632254402,,
7.418635650480258,66.39330223871067,Medium,Low,No,7.033906401491588,59.57223628240452,Low,Yes,2,Medium,Medium,Private,Negative,1.62128281145747,Yes,High School,,Female,95.63677738556936,,
18.263423872888225,67.1615934559471,High,High,Yes,7.352948674529768,62.33378289232529,Medium,No,1,Low,High,Private,Positive,3.5848913367078827,No,College,,Male,77.2326460233973,,
22.25640365365384,95.7302025698014,Medium,Low,Yes,4.3266108349870604,52.56524096736144,Medium,Yes,0,Medium,,Public,Neutral,1.891802099621787,Yes,High School,Moderate,Female,51.90854457713554,,
5.0791153303491345,89.57860415022297,High,Medium,No,7.071385926305654,73.30299908463041,Low,No,5,Low,Medium,Private,Positive,0.6420068757133052,No,High School,Far,Male,84.75712449642845,,
14.760235470902485,50.14790175765893,High,Low,Yes,8.074647374200666,94.48638805053795,Low,Yes,5,Low,,Private,Negative,2.155521136475256,Yes,Postgraduate,Near,Female,83.54055908669378,,
26.732462311045655,68.68618787967856,High,Medium,Yes,4.487514399341104,66.94560816288154,High,No,4,High,Medium,Private,Neutral,4.173789221410105,No,,Far,Female,71.18339758080313,,
23.73880185115857,86.78766264919324,High,High,No,7.176746172451809,76.19195357888391,Medium,No,3,High,High,Public,Positive,2.5424499026333462,No,College,Far,Female,76.23336128029769,,
11.939995790239534,85.3011319684429,Low,High,No,7.047472050774644,61.45661985421235,Low,Yes,5,High,High,Public,Neutral,3.4670746154797727,Yes,,,Female,50.53924510518708,,
5.5978571600363205,80.34561589312595,Medium,High,Yes,8.991211620373264,50.81395344355529,Low,No,2,Medium,Medium,Public,Positive,3.4786853899265555,Yes,High School,,Female,65.69745201443132,,
24.790817495847477,85.31105467658149,Medium,High,No,7.257677952128063,80.96079197468703,High,No,3,High,,Public,Neutral,3.6887530286026893,No,High School,Far,Male,80.85639757083514,,
32.99380497305466,66.50005596624588,Low,Medium,Yes,5.425618700548364,53.27045817241256,High,Yes,5,High,Medium,Private,Positive,0.04313148349767648,No,High School,Far,Male,80.40799342464472,,
8.843133204391956,68.0982157434062,Low,Low,Yes,7.888981692652916,96.77635791374385,Low,Yes,2,Medium,Low,Private,Negative,1.696251406653957,Yes,Postgraduate,,Male,75.69495230241108,,
8.100229066309298,77.94149099086056,Low,Low,No,7.729965130542952,89.47340231037319,Low,No,4,High,Low,Private,Neutral,0.7599413902889363,Yes,Postgraduate,,Male,89.63476475742617,,
20.505355779652557,64.22186116684185,High,High,No,8.240556106612399,71.16903585958717,High,Yes,3,High,,Public,Neutral,4.059850623463487,No,College,Moderate,Female,58.22820839507383,,
6.273237976381061,71.36269896926493,Medium,High,Yes,8.20774170627973,50.68369258437112,Low,No,3,High,,Private,Neutral,3.916525488544909,Yes,,Near,Female,76.52332675948927,,
8.482186207477938,79.87870222237088,Low,Low,No,8.181796722431685,97.5229663503793,Low,Yes,5,Low,Low,Private,Neutral,0.5597513540930171,Yes,,Near,Male,75.89889966417925,,
12.276022891258268,77.70803549168342,Medium,Medium,No,8.439347449988857,92.57998122129106,Low,No,1,High,,Private,Positive,2.3945519169149865,Yes,College,Moderate,Male,96.93228450448422,,
31.301189983057736,76.21779143192686,High,High,Yes,6.364589910090874,80.15914126098814,High,No,1,High,,Public,Neutral,2.594384917163156,Yes,High School,,Female,81.09746933354367,,
22.669519216761334,94.86209480524595,Low,High,No,7.308442308855557,71.62796920019777,High,No,2,Medium,High,Public,Neutral,3.497301233696599,Yes,College,Far,Male,50.38065337749315,,
17.846464147674922,94.31616726281774,Medium,Medium,No,7.328300398720611,75.61029794886653,Medium,No,4,Low,Medium,Public,Positive,1.448285822372093,No,College,Near,Male,84.81428676073956,,
19.105234784892975,78.04569229613551,Low,Medium,Yes,8.646024052061005,88.60279354751314,Medium,Yes,0,High,Medium,Public,Negative,0.26101019952742277,No,Postgraduate,Near,Male,85.28997820237473,,
15.456516334318852,64.9832238407824,Low,Medium,No,8.582495551200667,69.049731016643,Medium,No,5,Low,Medium,Public,Negative,0.03961491882496282,Yes,Postgraduate,Moderate,Male,76.73789598875575,,
24.4419103028049,83.37418354967105,High,Low,Yes,6.54437933603281,58.571885806246996,High,Yes,1,Medium,High,Public,Positive,1.2096162295350106,No,High School,Near,Female,73.67169552601241,,
8.249457486811966,71.30681593510961,Low,Low,Yes,8.430288738714072,86.95872705255947,Low,No,4,Medium,Low,Private,Positive,0.8724539241693191,Yes,,Far,Male,63.63892792292737,,
21.52046328813203,60.75325736466003,Medium,Medium,No,7.731132823174539,90.69325118364335,High,Yes,5,Medium,,Public,Negative,4.589338584632399,No,,Near,Female,81.03083930099874,,
21.73210276980154,66.06389084254891,Low,Low,No,7.720187100090287,82.38743057459584,High,No,3,Low,High,Public,Positive,1.638745339244474,No,,Moderate,Female,73.45385759076188,,
28.050931575124057,89.24787962970998,Medium,Low,Yes,4.1552334789601595,99.11208779919774,High,Yes,2,Medium,High,Public,Neutral,1.862982167345539,Yes,,Near,Male,75.73431744398874,,
11.81315861674954,75.10062690397442,Medium,High,Yes,7.536202792298231,77.65889091837846,Low,Yes,1,High,Medium,Private,Neutral,2.9764702949181947,No,College,Moderate,Male,93.2728477019502,,
20.339156458086087,67.37576848146686,Medium,Medium,Yes,6.669653813580117,74.46357701034437,Medium,Yes,5,Medium,Medium,Private,Neutral,1.7791410400871182,Yes,,,Female,79.53089298084988,,
12.785248495153137,64.34428315271188,Low,Medium,No,8.446100039697521,56.51417405011448,Low,Yes,4,High,,Public,Negative,4.562721745126323,No,,Moderate,Male,79.8305204839008,,
6.803473328480085,63.80227688053495,Medium,High,No,7.373500331982678,76.43304849932372,Low,Yes,2,Low,High,Public,Neutral,0.5315466685218628,No,,Near,Female,57.45158490050905,,
28.53680242681789,83.30349401339154,High,High,Yes,4.466373062028453,74.68896139849753,High,Yes,2,Low,,Private,Positive,3.6582258306840245,Yes,Postgraduate,Moderate,Male,95.5844764015225,,
14.588320999168516,89.05735964727126,Low,Medium,Yes,7.4034432767168905,52.13828691286904,Low,No,3,High,,Private,Positive,0.09999813706950911,No,High School,Far,Male,85.89831379455325,,
22.4380819446742,89.3763743864613,High,Low,Yes,4.921572295362759,97.3303556656,Medium,No,4,Medium,Medium,Private,Negative,1.1413310326401223,No,,,Female,59.58299246298731,,
21.258178216244552,64.18277997964711,Low,Medium,Yes,6.123885321769648,68.79488903736849,High,Yes,3,Medium,,Private,Positive,1.070188372651137,No,College,,Female,89.72113781566856,,
35.62274227225498,63.66324975436564,Medium,Medium,No,6.0705418457768126,94.11907840170527,High,Yes,5,High,High,Private,Positive,4.92783391052875,No,High School,Far,Male,72.55736725045827,,
7.218865210244908,69.8382317141534,High,High,No,7.0055316891586275,51.26833672732511,Low,No,0,Medium,High,Public,Negative,0.3273135525273291,Yes,,Far,Male,95.13724514418476,,
18.454214625052487,65.58751165565742,Medium,Medium,Yes,7.004780791371829,53.32349325825157,Medium,No,2,Low,Medium,Private,Neutral,0.6602436323883748,Yes,,Far,Male,74.50879591595904,,
9.890676278374713,88.23783434011622,Low,High,Yes,7.728492511196269,68.40892524628063,Low,Yes,2,Low,Low,Public,Negative,1.2644742290302164,Yes,High School,Moderate,Male,77.83187976355566,,
11.649005197106124,59.02820383541146,High,Medium,No,8.828261013295837,98.90849152409842,Low,No,2,Low,Medium,Private,Positive,1.7435188561420845,Yes,Postgraduate,Far,Female,88.72348073972974,,
7.091014313566875,78.97072109725013,Medium,High,Yes,7.782441836429431,65.23730312372427,Low,No,5,High,Low,Private,Neutral,0.9259311403513398,No,High School,Moderate,Female,53.908829073090914,,
28.07418552012352,79.4725863543679,High,Low,No,6.357587846686312,84.33645046241807,High,No,0,Medium,High,Private,Negative,0.5780094819447562,Yes,Postgraduate,Moderate,Male,85.75271453577042,,
25.805482873542278,65.57298717657109,High,High,No,5.7244320817104395,51.890624484544226,High,No,5,Medium,,Public,Negative,4.879522511463694,No,,Far,Female,64.17539220380368,,
20.499318624583978,64.95874730453775,Medium,Medium,Yes,4.32485436901331,52.33797379693093,Medium,No,0,Medium,Medium,Public,Neutral,3.6908907143903185,No,High School,Far,Male,54.219455291519054,,
26.93409360531868,87.14296141598487,Low,Low,No,6.363577197528551,84.79259631296313,High,No,0,Medium,High,Public,Negative,1.0201001466439763,Yes,Postgraduate,,Male,79.90292186895384,,
23.31053038866598,61.55894048864946,High,Medium,No,8.278617539675746,51.684552249770604,Medium,Yes,3,High,Low,Public,Neutral,1.3648120744396945,Yes,College,Near,Female,61.61783909240278,,
18.888017121700553,94.862065356768,Low,Low,No,7.015854318273632,85.2226967768104,Medium,No,4,High,High,Public,Positive,1.3913237709079362,Yes,Postgraduate,Near,Male,78.01679729767613,,
27.25279863833883,61.73860432538666,High,Low,No,6.531749321896179,71.559018614906,High,Yes,2,Low,,Public,Neutral,3.2243668333988245,Yes,,Moderate,Female,97.6165305615393,,
13.521724891661712,69.87221936608196,Low,Low,No,7.347511028603187,93.10514944913024,Low,No,3,Low,Medium,Private,Positive,3.135397865962617,Yes,Postgraduate,Moderate,Female,52.51660847150426,,
17.41620071851247,61.88390878049562,Low,High,Yes,8.887481409498942,57.29143079145668,Medium,No,1,Medium,Low,Public,Neutral,2.0602456687472017,Yes,,Moderate,Male,81.10820081571285,,
38.64844201383602,94.64433375775465,Medium,Medium,No,6.418936255186862,52.78397548586965,High,Yes,1,Medium,Medium,Public,Negative,3.7316110409899634,Yes,,Far,Male,80.70121741162184,,
23.136568388472252,91.96046090061441,Low,Low,Yes,4.6360920444001446,84.9447952643022,High,Yes,1,Medium,Low,Public,Positive,1.9626418771870742,No,High School,Near,Male,55.443352122083574,,
29.19520467802377,67.65410559892275,High,Low,Yes,6.59705225568187,71.59514882381032,High,Yes,0,Medium,,Private,Negative,0.9881813832603686,No,Postgraduate,,Female,86.41314787454876,,
7.4989681622966415,87.87182979670251,Low,Medium,Yes,8.074730416686084,97.8435009735515,Low,No,0,Low,Low,Private,Neutral,2.8276023857981176,No,,Moderate,Male,78.54659206923489,,
23.290473855470005,93.09577936647173,Medium,Medium,No,8.109609922052464,74.65701287592496,Medium,Yes,1,Medium,High,Public,Positive,0.8838868607809747,No,High School,Near,Female,52.38443201000172,,
11.773086574598505,82.177213271319,Medium,High,No,8.218215895985523,80.19207362796881,Low,Yes,0,High,,Public,Negative,1.171658259570204,No,,Far,Female,54.47573550786605,,
8.668467129932129,56.26151763892012,Medium,Low,No,8.796462242203793,63.885746401198844,Low,Yes,2,High,Medium,Private,Positive,3.492054454242804,Yes,,,Female,76.62024980893679,,
6.9700962429921365,56.62439641082365,Low,Low,Yes,8.607813896306569,92.70772880784257,Low,Yes,1,Medium,Low,Public,Neutral,0.240949155671924,No,High School,Moderate,Male,61.60020345165316,,
37.63618742431306,82.79370578352011,Medium,Medium,No,5.579496279834044,93.45578890146066,High,No,4,Medium,Medium,Private,Positive,4.852050068917444,No,,Near,Male,72.93350191656054,,
25.778169182401026,87.72578482764938,High,High,No,6.800869550842691,60.728610111115344,High,No,5,High,Medium,Private,Positive,3.1238896237937563,Yes,College,Near,Female,81.8552056364441,,
6.7043017997704695,68.6827635632569,Low,High,Yes,7.363229399890962,55.60731412561654,Low,No,1,Low,Low,Public,Positive,1.9693212733437016,No,High School,,Male,75.66191502656567,,
16.185149218460655,72.12630242193032,Medium,Low,No,8.548638017350624,75.14606151345788,Medium,Yes,1,High,High,Private,Neutral,4.887570530979509,Yes,Postgraduate,,Male,61.630697636153435,,
10.809917193328141,82.34937029490462,High,High,Yes,7.891340692628098,61.520645423348974,Low,Yes,3,High,,Public,Neutral,0.3340920273952036,Yes,,Near,Male,64.03045131533968,,
14.871522026500992,86.97010273927341,Medium,High,Yes,7.766740822632346,99.51316571824756,Low,Yes,5,Medium,,Private,Positive,1.2831495413454248,Yes,Postgraduate,Moderate,Male,59.24265455289693,,
15.544311412865557,97.3222991654509,Medium,Medium,Yes,8.096941852426662,71.68697389658341,Medium,Yes,3,Medium,,Public,Neutral,0.46829174823537434,No,College,,Female,62.104040048758556,,
13.651447371686002,74.03430612514677,High,Low,No,8.96284076323815,68.72421073149607,Low,No,3,Low,Medium,Public,Neutral,4.629961868302993,Yes,Postgraduate,Far,Male,82.93001502019929,,
10.246100796434838,79.24064676400224,High,Medium,No,7.354269542094221,72.20663050349735,Low,Yes,3,Medium,High,Public,Negative,1.8011647074794612,No,High School,,Male,78.84302125503139,,
21.239621281242957,70.5985402339659,Low,High,No,7.041510268381069,92.90114772514809,High,Yes,3,Medium,High,Private,Negative,2.2638328492811137,No,High School,Moderate,Female,58.150043077492874,,
6.0130957493756725,75.2104377846857,Medium,Low,No,7.297271012495576,51.56711995120061,Low,No,5,High,High,Public,Neutral,0.4603126765083765,No,High School,Moderate,Male,68.15311886252643,,
12.943880652926763,87.44576695398663,High,Low,No,8.468101783906766,70.2912887164635,Low,No,5,High,Medium,Public,Negative,0.9141763644649731,No,College,Moderate,Female,96.60395914250094,,
9.13315221906042,76.67274516401419,High,High,Yes,8.066909321763742,98.65339359287854,Low,Yes,5,Medium,,Private,Positive,3.3120805172632544,Yes,High School,Near,Female,56.9122257724575,,
8.452412135946982,66.33852565643933,Medium,High,No,8.696110843670386,66.58606983523563,Low,Yes,5,High,Medium,Private,Positive,1.5590236967433695,Yes,,Moderate,Male,97.20329642108697,,
